"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
28439 2 2 1 NA 94 2 2 1 NA 1 94
28440 2 1 1 1 22 12 2 NA NA 1 22
28441 2 NA 1 1 NA 2 2 1 1 1 52
28441 3 1 1 1 25 3 2 1 1 1 52
28441 4 NA 1 1 22 3 2 1 1 1 52
28441 5 1 1 NA 15 3 2 1 1 1 52
28442 2 NA NA NA NA 3 2 NA 2 1 47
28442 3 1 NA 1 51 6 2 NA 2 1 47
28442 4 1 2 1 66 12 2 NA 2 1 47
28442 5 NA 2 1 40 NA 2 NA 2 1 47
28443 2 2 1 3 21 NA NA NA 1 3 42
28443 3 1 NA 1 NA 3 NA NA 1 3 42
28443 4 NA NA 1 65 7 NA NA 1 3 42
28444 2 2 NA 1 56 12 1 NA NA NA 50
28445 2 2 2 1 19 3 1 2 2 1 45
28445 3 1 2 NA 1 NA 1 2 2 1 45
28446 2 2 NA 1 76 NA 1 1 NA 1 76
28446 3 NA NA 1 46 3 1 1 NA 1 76
28447 2 1 1 1 NA 2 1 2 1 1 33
28447 3 NA NA 1 5 3 1 2 1 1 33
28448 2 1 1 NA 55 3 1 2 1 1 79
28449 2 2 1 2 NA 2 NA 1 1 2 53
28449 3 1 1 NA 4 3 NA 1 1 2 53
28450 2 2 4 1 51 6 1 1 NA 1 53
28450 3 1 4 NA 27 10 1 1 NA 1 53
28451 2 2 1 1 NA 2 1 NA NA NA 63
28452 2 1 1 NA 18 3 2 1 NA NA 38
28452 3 NA 1 1 12 NA 2 1 NA NA 38
28452 4 2 1 NA 8 NA 2 1 NA NA 38
28452 5 NA NA 1 40 12 2 1 NA NA 38
28453 2 NA NA 1 NA 2 NA NA 1 1 28
28454 2 2 1 NA 37 3 2 NA 1 NA 61
28454 3 1 1 1 NA 3 2 NA 1 NA 61
28454 4 1 1 NA 13 8 2 NA 1 NA 61
28454 5 NA 8 1 5 NA 2 NA 1 NA 61
28455 2 2 6 1 45 NA 1 1 NA 1 48
28455 3 2 6 1 14 NA 1 1 NA 1 48
28455 4 NA 6 NA 10 NA 1 1 NA 1 48
28455 5 1 6 1 NA NA 1 1 NA 1 48
28456 2 2 1 3 NA 2 1 NA 1 1 68
28456 3 NA NA NA 29 NA 1 NA 1 1 68
28457 2 NA 2 1 41 NA NA 2 2 NA 47
28457 3 1 NA NA 20 NA NA 2 2 NA 47
28457 4 2 2 1 19 3 NA 2 2 NA 47
28457 5 2 NA 1 NA NA NA 2 2 NA 47
28457 6 NA NA 1 9 3 NA 2 2 NA 47
28457 7 2 2 1 7 3 NA 2 2 NA 47
28458 2 2 1 1 69 2 1 NA 1 1 70
28459 2 2 1 1 71 NA 2 1 1 1 92
28460 2 1 1 1 23 NA 1 2 1 1 44
28460 3 2 1 1 NA 3 1 2 1 1 44
28460 4 2 NA 1 64 7 1 2 1 1 44
28461 2 1 1 1 26 3 1 NA 1 1 52
28461 3 2 NA 1 24 13 1 NA 1 1 52
28462 2 1 2 1 39 NA 2 NA 8 1 34
28462 3 NA 8 NA 12 3 2 NA 8 1 34
28462 4 2 8 1 11 3 2 NA 8 1 34
28462 5 NA 8 NA 10 3 2 NA 8 1 34
28462 6 NA NA NA 7 3 2 NA 8 1 34
28462 7 NA NA NA NA NA 2 NA 8 1 34
28463 2 NA 1 NA 68 2 1 2 1 1 68
28464 2 1 1 1 35 2 1 2 6 1 33
28464 3 2 NA 1 NA NA 1 2 6 1 33
28464 4 2 8 NA 4 NA 1 2 6 1 33
28465 2 2 1 NA 26 2 1 1 NA NA 27
28465 3 2 1 NA 4 NA 1 1 NA NA 27
28465 4 1 NA 1 3 3 1 1 NA NA 27
28466 2 2 1 1 36 2 NA NA NA 2 37
28466 3 1 1 2 14 3 NA NA NA 2 37
28466 4 2 1 2 12 3 NA NA NA 2 37
28466 5 NA 1 NA 8 3 NA NA NA 2 37
28466 6 1 1 2 7 NA NA NA NA 2 37
28467 2 2 NA NA NA NA NA 1 1 1 25
28467 3 2 NA NA 2 NA NA 1 1 1 25
28468 2 1 NA 2 40 2 1 2 NA NA 40
28468 3 2 8 2 10 3 1 2 NA NA 40
28468 4 2 NA 2 4 NA 1 2 NA NA 40
28469 2 NA 2 1 29 2 2 1 2 1 35
28469 3 NA 2 1 2 NA 2 1 2 1 35
28470 2 NA 1 1 49 2 1 2 1 1 62
28471 2 1 7 1 NA 3 NA 2 7 1 87
28472 2 2 NA 1 NA 2 1 1 NA 1 52
28473 2 2 1 1 56 2 1 NA 1 1 56
28474 2 1 1 1 41 2 NA 2 1 1 42
28474 3 1 NA NA 15 3 NA 2 1 1 42
28474 4 2 NA 1 9 NA NA 2 1 1 42
28475 2 2 NA 1 42 2 NA 1 1 1 47
28475 3 NA 1 1 6 NA NA 1 1 1 47
28475 4 1 1 1 3 3 NA 1 1 1 47
28476 2 1 NA 1 NA 2 1 2 2 1 48
28476 3 2 NA 1 13 11 1 2 2 1 48
28476 4 NA 2 1 10 11 1 2 2 1 48
28476 5 1 2 NA NA 11 1 2 2 1 48
28476 6 NA NA 1 NA 11 1 2 2 1 48
28477 2 2 NA 1 53 2 NA 1 1 1 54
28477 3 1 NA 1 20 3 NA 1 1 1 54
28478 2 NA 1 1 72 6 2 1 1 NA 73
28479 2 NA 1 1 34 4 NA NA 1 1 67
28480 2 1 5 NA 31 12 2 2 1 1 39
28481 2 2 7 2 64 7 NA 1 7 NA 29
28481 3 1 7 2 NA 9 NA 1 7 NA 29
28482 2 1 6 1 NA 2 1 2 NA 1 30
28483 2 NA 1 NA NA 3 NA 2 1 NA 43
28484 2 NA 1 1 NA NA 1 1 1 1 45
28484 3 1 1 1 14 3 1 1 1 1 45
28484 4 NA 1 1 8 NA 1 1 1 1 45
28485 2 1 1 NA NA 2 2 NA NA 1 45
28485 3 2 NA 1 18 3 2 NA NA 1 45
28485 4 1 1 1 16 3 2 NA NA 1 45
28486 2 NA 2 NA NA 2 1 1 2 NA 34
28486 3 2 2 NA 7 NA 1 1 2 NA 34
28486 4 2 2 1 2 NA 1 1 2 NA 34
28486 5 1 2 1 11 NA 1 1 2 NA 34
28486 6 2 NA NA NA 5 1 1 2 NA 34
28487 2 1 1 NA 48 2 1 2 1 1 48
28487 3 2 NA 1 16 3 1 2 1 1 48
28488 2 2 1 1 NA 2 1 1 1 1 57
28489 2 2 NA 1 NA 2 NA NA 1 1 45
28489 3 1 8 NA NA 3 NA NA 1 1 45
28489 4 1 NA 1 6 3 NA NA 1 1 45
28490 2 2 6 NA NA 2 1 1 6 1 66
28490 3 1 6 1 31 3 1 1 6 1 66
28490 4 1 6 1 29 3 1 1 6 1 66
28491 2 2 1 NA 56 13 NA NA NA 1 62
28492 2 NA 1 1 56 NA 1 2 1 NA 87
28492 3 2 1 1 NA NA 1 2 1 NA 87
28492 4 2 NA 1 58 NA 1 2 1 NA 87
28493 2 2 2 NA NA 2 1 NA 2 NA 87
28494 2 NA 2 NA 73 NA 1 NA NA 1 71
28494 3 2 NA NA NA 3 1 NA NA 1 71
28495 2 NA 1 5 NA 2 2 1 NA 5 58
28495 3 1 1 5 26 NA 2 1 NA 5 58
28495 4 1 1 NA 24 3 2 1 NA 5 58
28495 5 1 1 5 19 NA 2 1 NA 5 58
28495 6 1 NA NA 17 3 2 1 NA 5 58
28496 2 1 NA 1 7 3 1 1 1 NA 30
28496 3 NA 1 1 NA 12 1 1 1 NA 30
28497 2 NA 1 NA NA 2 NA 1 1 1 55
28497 3 1 NA 1 12 3 NA 1 1 1 55
28498 2 1 8 3 21 3 NA NA NA 1 44
28498 3 NA 8 3 20 3 NA NA NA 1 44
28498 4 NA 1 1 NA 7 NA NA NA 1 44
28499 2 2 1 NA NA 2 1 1 1 1 71
28500 2 2 NA 5 NA 2 NA NA NA NA 38
28500 3 NA 1 5 7 3 NA NA NA NA 38
28501 2 1 1 1 NA 2 NA 2 NA 5 44
28502 2 1 NA NA NA NA NA NA NA NA 74
28503 2 1 1 1 58 2 NA NA 1 1 66
28504 2 NA NA 1 NA 2 1 NA 1 1 45
28504 3 2 8 1 18 3 1 NA 1 1 45
28504 4 NA NA 1 14 3 1 NA 1 1 45
28504 5 2 NA 1 11 NA 1 NA 1 1 45
28504 6 1 NA 1 6 3 1 NA 1 1 45
28505 2 1 3 1 NA NA 1 2 3 NA 75
28506 2 1 NA 1 41 NA 2 2 NA NA 70
28507 2 1 NA 1 NA 2 1 2 NA 1 70
28508 2 2 2 1 43 2 2 1 2 1 40
28508 3 NA NA 1 19 NA 2 1 2 1 40
28508 4 NA 2 1 13 NA 2 1 2 1 40
28509 2 2 1 1 NA NA 1 1 NA NA 84
28510 2 2 3 1 NA 2 NA 1 3 1 68
28510 3 1 3 1 NA NA NA 1 3 1 68
28510 4 NA 3 1 29 5 NA 1 3 1 68
28511 2 1 NA NA 30 2 1 2 NA 2 29
28511 3 NA 1 2 12 NA 1 2 NA 2 29
28511 4 NA NA 2 7 NA 1 2 NA 2 29
28511 5 2 1 2 7 3 1 2 NA 2 29
28512 2 NA 1 1 65 2 1 2 1 1 73
28512 3 2 1 1 95 NA 1 2 1 1 73
28513 2 1 1 2 1 3 2 2 NA 1 20
28513 3 1 1 NA 23 12 2 2 NA 1 20
28514 2 NA 1 1 NA 2 1 NA 1 1 90
28515 2 2 7 1 32 2 1 1 NA 1 48
28515 3 NA 7 1 11 3 1 1 NA 1 48
28516 2 1 1 NA 64 2 NA NA NA 1 63
28517 2 NA 1 1 28 NA 2 2 1 1 27
28518 2 1 1 NA NA 2 NA 2 NA 1 61
28518 3 1 NA NA NA 7 NA 2 NA 1 61
28518 4 2 NA 1 NA NA NA 2 NA 1 61
28519 2 NA 2 1 75 NA NA 1 2 1 77
28520 2 NA NA 1 54 2 NA NA 1 1 64
28521 2 2 NA 1 17 NA 1 1 NA 1 47
28522 2 NA 1 NA NA 2 NA 1 1 1 49
28522 3 2 1 NA 20 3 NA 1 1 1 49
28523 2 1 1 1 42 2 1 2 1 NA 49
28523 3 NA 1 1 12 NA 1 2 1 NA 49
28524 2 2 6 NA 35 2 NA 1 4 1 40
28524 3 1 4 NA 21 NA NA 1 4 1 40
28524 4 NA NA 1 9 3 NA 1 4 1 40
28524 5 NA NA 1 NA 3 NA 1 4 1 40
28524 6 NA 6 1 61 9 NA 1 4 1 40
28525 2 NA 2 1 NA NA 1 2 NA 1 67
28525 3 NA NA 1 19 NA 1 2 NA 1 67
28525 4 1 2 NA 14 8 1 2 NA 1 67
28526 2 1 NA 1 NA 3 2 2 2 1 25
28526 3 2 2 NA 4 NA 2 2 2 1 25
28526 4 NA 2 1 NA NA 2 2 2 1 25
28527 2 1 1 1 87 7 1 NA 1 1 50
28527 3 2 NA 1 76 7 1 NA 1 1 50
28528 2 NA NA 1 29 12 2 1 1 NA 30
28529 2 2 1 2 NA 2 1 NA 1 NA 29
28529 3 1 1 2 4 NA 1 NA 1 NA 29
28529 4 NA 1 2 3 3 1 NA 1 NA 29
28530 2 2 NA 1 47 2 1 1 1 1 48
28531 2 NA 1 NA NA NA 1 2 1 1 60
28531 3 1 1 1 17 4 1 2 1 1 60
28532 2 2 2 1 NA NA 2 NA 2 3 27
28533 2 2 2 NA 69 2 1 1 2 1 69
28533 3 NA 2 NA NA 3 1 1 2 1 69
28534 2 NA 1 NA NA 2 1 2 NA 1 54
28535 2 1 1 1 16 3 NA 2 NA 1 41
28535 3 NA 1 1 8 NA NA 2 NA 1 41
28536 2 NA NA 1 21 3 1 NA NA 1 42
28536 3 1 NA NA 16 3 1 NA NA 1 42
28537 2 1 NA 1 NA 2 1 NA 1 1 54
28538 2 1 NA 1 NA 2 NA 2 1 1 44
28538 3 2 NA 1 21 3 NA 2 1 1 44
28539 2 NA 1 1 51 2 NA 1 NA 1 59
28539 3 1 1 1 19 NA NA 1 NA 1 59
28540 2 1 NA NA NA 2 1 2 NA NA 70
28541 2 1 1 4 NA NA NA 2 1 4 67
28542 2 2 1 1 NA 2 1 NA 1 1 68
28543 2 2 1 1 32 2 NA 1 1 NA 31
28543 3 1 1 1 NA NA NA 1 1 NA 31
28544 2 NA NA 1 39 NA NA 1 5 NA 44
28544 3 NA 5 1 NA 3 NA 1 5 NA 44
28544 4 1 NA 1 9 3 NA 1 5 NA 44
28545 2 1 1 2 NA 3 NA 1 NA 2 31
28545 3 1 NA NA 6 3 NA 1 NA 2 31
28545 4 2 1 2 NA 12 NA 1 NA 2 31
28546 2 1 NA 2 15 NA 1 1 1 NA 46
28546 3 1 1 2 14 3 1 1 1 NA 46
28547 2 1 1 1 NA 2 2 2 1 1 73
28548 2 2 1 2 82 2 1 1 1 NA 83
28548 3 1 NA 4 21 8 1 1 1 NA 83
28549 2 2 1 1 NA 2 NA 1 1 1 52
28550 2 2 NA 1 88 2 NA 1 2 1 64
28551 2 1 1 NA 38 2 NA 2 1 4 35
28551 3 1 NA 4 8 3 NA 2 1 4 35
28551 4 1 1 4 7 3 NA 2 1 4 35
28551 5 2 NA NA 4 NA NA 2 1 4 35
28551 6 1 1 4 1 3 NA 2 1 4 35
28552 2 NA 1 2 NA 2 NA 1 NA 2 68
28553 2 NA NA 1 NA 2 1 1 1 1 68
28554 2 2 NA NA 27 NA NA NA NA 1 34
28555 2 2 1 NA 14 3 NA 2 1 NA 37
28555 3 1 1 NA 35 12 NA 2 1 NA 37
28556 2 2 2 1 79 NA NA 2 2 NA 28
28556 3 NA NA NA NA 12 NA 2 2 NA 28
28557 2 1 2 NA 60 2 1 NA NA 1 50
28558 2 2 1 1 48 2 NA NA 1 NA 49
28558 3 NA 1 NA 25 3 NA NA 1 NA 49
28558 4 1 NA NA NA 3 NA NA 1 NA 49
28559 2 2 1 NA NA NA 1 1 NA 1 59
28560 2 2 1 1 NA 2 NA 1 1 NA 26
28561 2 1 1 1 10 NA 2 1 NA 1 31
28561 3 NA 1 1 5 3 2 1 NA 1 31
28562 2 NA 1 1 NA NA NA 1 1 NA 32
28563 2 2 NA 1 NA NA 1 1 1 1 49
28563 3 1 NA NA 8 13 1 1 1 1 49
28563 4 1 1 1 NA NA 1 1 1 1 49
28564 2 2 1 1 30 2 1 1 1 NA 30
28564 3 2 NA NA 4 3 1 1 1 NA 30
28565 2 NA 1 1 NA 2 2 1 NA NA 42
28565 3 2 1 1 14 3 2 1 NA NA 42
28565 4 1 1 1 11 3 2 1 NA NA 42
28565 5 2 1 1 9 NA 2 1 NA NA 42
28566 2 1 1 1 45 2 1 2 NA 1 38
28566 3 2 1 NA 9 3 1 2 NA 1 38
28566 4 2 1 1 7 3 1 2 NA 1 38
28567 2 1 1 1 NA 2 1 NA NA 1 65
28568 2 2 NA 1 NA 2 NA 1 1 1 70
28568 3 1 1 1 45 3 NA 1 1 1 70
28569 2 NA 7 2 37 2 2 1 7 NA 36
28569 3 1 7 2 10 3 2 1 7 NA 36
28569 4 1 NA 2 4 3 2 1 7 NA 36
28570 2 1 NA 1 NA 2 1 2 2 NA 35
28570 3 2 NA NA 15 NA 1 2 2 NA 35
28570 4 1 2 1 NA 3 1 2 2 NA 35
28570 5 2 2 1 NA 3 1 2 2 NA 35
28571 2 1 1 1 NA NA NA 1 NA 1 75
28572 2 NA 1 NA NA NA 1 2 1 1 83
28573 2 NA NA NA NA NA 1 NA NA 1 82
28574 2 2 1 1 65 2 NA NA NA 1 68
28575 2 2 NA 1 NA 2 NA 1 1 1 57
28575 3 1 1 1 NA 3 NA 1 1 1 57
28576 2 2 1 NA 47 2 1 1 1 1 47
28576 3 NA NA NA 24 NA 1 1 1 1 47
28576 4 NA NA NA NA 3 1 1 1 1 47
28577 2 NA 1 1 51 2 1 1 NA NA 51
28578 2 1 1 1 NA 2 1 2 1 NA 60
28579 2 2 NA 1 61 2 1 1 NA NA 62
28580 2 1 1 1 NA NA 1 NA 1 1 41
28580 3 2 1 1 NA 12 1 NA 1 1 41
28581 2 NA 1 NA NA 2 NA 2 1 1 67
28582 2 2 NA 1 24 3 2 2 NA 1 48
28582 3 NA 2 1 4 NA 2 2 NA 1 48
28582 4 NA 2 1 6 8 2 2 NA 1 48
28583 2 NA 1 2 NA 2 1 1 1 2 53
28584 2 1 1 NA NA 2 2 2 1 1 26
28584 3 1 1 NA 6 3 2 2 1 1 26
28584 4 NA 1 1 4 3 2 2 1 1 26
28584 5 2 1 NA 2 NA 2 2 1 1 26
28585 2 NA 1 1 NA 2 1 1 NA NA 49
28585 3 NA 1 1 NA 3 1 1 NA NA 49
28585 4 NA 1 1 16 3 1 1 NA NA 49
28586 2 2 1 2 NA 2 NA 1 1 2 48
28586 3 2 1 2 NA 3 NA 1 1 2 48
28587 2 1 1 1 NA NA 1 NA 1 1 63
28588 2 NA 4 1 23 6 NA 2 4 NA 21
28588 3 NA NA 1 43 7 NA 2 4 NA 21
28589 2 NA NA NA 42 NA 1 2 1 NA 46
28589 3 NA NA 2 19 NA 1 2 1 NA 46
28589 4 NA 1 2 17 3 1 2 1 NA 46
28590 2 NA NA NA 42 2 2 1 NA 2 44
28590 3 1 1 NA NA NA 2 1 NA 2 44
28590 4 NA 1 2 17 NA 2 1 NA 2 44
28591 2 NA 1 NA 81 NA 1 1 NA 1 80
28592 2 1 1 NA NA NA 1 2 1 NA 43
28592 3 2 1 1 17 NA 1 2 1 NA 43
28592 4 2 1 1 NA NA 1 2 1 NA 43
28593 2 2 1 1 42 2 NA NA 1 1 45
28593 3 1 NA NA 21 3 NA NA 1 1 45
28594 2 NA 2 1 57 12 2 1 NA 1 59
28595 2 1 NA NA 53 12 1 2 1 NA 47
28596 2 1 NA 1 33 NA NA 2 1 NA 32
28596 3 2 1 1 3 3 NA 2 1 NA 32
28596 4 2 1 1 1 3 NA 2 1 NA 32
28597 2 2 NA 1 NA 12 2 NA 1 1 40
28598 2 2 NA 1 NA NA 1 NA 1 NA 34
28599 2 NA NA 1 52 2 1 NA 1 1 47
28599 3 2 1 NA NA 3 1 NA 1 1 47
28600 2 2 NA 1 34 2 1 1 NA NA 34
28601 2 2 1 NA 45 2 1 1 NA 5 46
28601 3 2 1 5 11 3 1 1 NA 5 46
28602 2 2 NA NA 47 2 1 1 1 1 42
28602 3 NA 1 NA 5 NA 1 1 1 1 42
28603 2 1 1 1 60 12 NA 2 NA 1 75
28604 2 NA NA NA NA 2 1 NA 1 1 24
28604 3 2 NA 1 2 3 1 NA 1 1 24
28605 2 NA 1 1 NA 2 1 NA 1 1 31
28606 2 1 1 1 27 NA 2 2 1 1 27
28607 2 NA 4 1 13 NA 1 1 4 1 21
28607 3 NA 4 1 53 7 1 1 4 1 21
28607 4 NA 4 1 53 7 1 1 4 1 21
28608 2 NA 1 1 75 2 NA 1 1 NA 78
28609 2 2 2 NA NA 2 1 1 NA 1 94
28610 2 2 NA NA NA 2 1 NA 1 1 67
28611 2 2 1 1 NA 2 1 NA 1 1 59
28612 2 1 NA 1 NA 2 NA NA 1 NA 55
28612 3 NA 1 1 26 3 NA NA 1 NA 55
28613 2 1 NA 1 49 NA 1 2 1 1 40
28613 3 2 NA 1 3 3 1 2 1 1 40
28614 2 NA NA 1 NA 2 1 1 1 1 58
28615 2 2 1 NA 60 2 NA NA NA 4 60
28616 2 2 1 1 NA NA 1 NA 1 1 79
28617 2 2 NA 1 NA 2 NA 1 1 1 65
28618 2 NA 1 1 NA NA 2 NA 1 NA 52
28619 2 NA 1 1 NA 2 1 1 NA 1 48
28619 3 NA 1 NA NA 3 1 1 NA 1 48
28619 4 1 1 1 13 3 1 1 NA 1 48
28619 5 NA 1 NA 70 9 1 1 NA 1 48
28620 2 2 8 NA NA 2 1 NA 2 1 35
28620 3 NA NA NA 17 3 1 NA 2 1 35
28621 2 2 NA 1 85 NA NA 1 1 1 94
28622 2 2 1 1 40 3 1 2 NA 1 66
28623 2 NA 1 NA 54 2 NA NA 1 NA 56
28624 2 NA 1 4 58 2 NA 2 1 NA 60
28625 2 2 1 1 64 2 1 1 1 NA 65
28626 2 NA 1 NA NA 2 NA 1 1 1 61
28626 3 NA NA 1 22 NA NA 1 1 1 61
28626 4 1 1 1 20 3 NA 1 1 1 61
28626 5 NA 1 1 18 3 NA 1 1 1 61
28627 2 NA 1 NA NA 2 1 1 1 1 53
28628 2 2 1 1 73 2 1 1 1 NA 73
28629 2 NA 1 1 10 NA 1 NA 1 1 39
28629 3 NA NA 1 5 3 1 NA 1 1 39
28630 2 1 NA 1 64 12 1 NA 1 1 77
28631 2 NA 1 NA NA 2 1 NA NA 1 43
28632 2 NA 1 2 NA NA 2 NA 1 1 21
28633 2 NA 1 NA 30 2 NA NA 1 NA 30
28633 3 NA 1 1 7 3 NA NA 1 NA 30
28633 4 2 NA 1 7 3 NA NA 1 NA 30
28633 5 1 1 1 4 3 NA NA 1 NA 30
28634 2 2 NA NA NA 2 NA NA NA NA 53
28634 3 1 NA 1 25 3 NA NA NA NA 53
28634 4 1 NA 1 NA 3 NA NA NA NA 53
28635 2 NA 1 1 40 2 NA NA 1 NA 49
28635 3 2 1 NA 8 3 NA NA 1 NA 49
28635 4 NA 1 1 5 3 NA NA 1 NA 49
28636 2 1 1 1 51 2 NA 2 NA 1 50
28636 3 NA 1 NA 19 NA NA 2 NA 1 50
28636 4 1 1 1 9 NA NA 2 NA 1 50
28637 2 2 1 1 51 2 1 NA 1 NA 58
28638 2 NA 1 2 56 2 1 2 1 2 51
28638 3 2 NA 2 29 3 1 2 1 2 51
28638 4 NA NA 2 NA 3 1 2 1 2 51
28638 5 1 1 NA 14 NA 1 2 1 2 51
28638 6 NA 1 2 NA NA 1 2 1 2 51
28638 7 1 1 NA 4 8 1 2 1 2 51
28638 8 1 1 NA 3 NA 1 2 1 2 51
28639 2 1 1 1 83 2 NA 2 NA 1 67
28640 2 NA NA 1 NA 3 1 2 1 1 70
28641 2 1 1 NA 52 2 NA NA 1 NA 53
28642 2 1 1 2 NA NA 1 2 1 NA 31
28642 3 NA 1 1 2 3 1 2 1 NA 31
28643 2 1 1 1 63 12 NA 2 NA 1 58
28644 2 NA 1 1 62 12 2 2 1 NA 67
28644 3 2 1 1 NA 12 2 2 1 NA 67
28645 2 1 NA 1 NA 2 1 NA 1 1 38
28645 3 1 1 1 8 3 1 NA 1 1 38
28645 4 1 1 1 3 NA 1 NA 1 1 38
28646 2 NA NA NA NA 2 1 1 1 2 55
28646 3 NA 1 NA 26 3 1 1 1 2 55
28647 2 2 1 NA NA 2 1 NA NA 2 44
28647 3 1 1 NA 5 NA 1 NA NA 2 44
28647 4 2 1 NA NA NA 1 NA NA 2 44
28648 2 2 1 1 1 3 2 2 NA NA 20
28649 2 2 1 NA 61 2 1 1 1 1 66
28650 2 NA NA 5 NA 2 1 2 2 5 57
28650 3 NA NA 5 NA 3 1 2 2 5 57
28650 4 2 NA 5 16 3 1 2 2 5 57
28651 2 1 NA NA 34 NA NA 2 1 1 36
28651 3 2 1 1 NA 3 NA 2 1 1 36
28651 4 1 NA 1 8 3 NA 2 1 1 36
28652 2 1 NA 1 23 3 1 2 7 1 55
28652 3 2 8 1 19 NA 1 2 7 1 55
28653 2 1 6 NA 53 6 2 2 NA 1 49
28654 2 2 NA 1 NA 2 1 1 1 1 64
28655 2 2 1 1 34 2 1 NA 1 NA 33
28655 3 NA 1 1 NA NA 1 NA 1 NA 33
28656 2 2 NA NA NA 2 1 NA 1 1 73
28657 2 1 1 1 37 2 1 NA 1 5 34
28657 3 2 NA 5 6 NA 1 NA 1 5 34
28657 4 2 1 5 2 3 1 NA 1 5 34
28657 5 1 1 1 30 NA 1 NA 1 5 34
28658 2 NA NA 1 95 NA 1 2 NA 1 88
28658 3 1 1 1 NA 3 1 2 NA 1 88
28659 2 2 1 1 45 2 1 NA 1 1 48
28659 3 NA NA NA NA 3 1 NA 1 1 48
28660 2 NA 1 2 NA 3 1 NA NA 2 25
28660 3 1 1 2 7 3 1 NA NA 2 25
28660 4 2 1 2 NA 3 1 NA NA 2 25
28661 2 2 1 1 47 3 1 1 1 NA 84
28661 3 2 1 1 NA 8 1 1 1 NA 84
28662 2 NA 1 1 47 6 1 1 1 1 69
28662 3 2 NA 1 NA 12 1 1 1 1 69
28663 2 2 1 NA NA 2 1 NA NA 1 51
28663 3 2 1 1 22 NA 1 NA NA 1 51
28663 4 NA 7 5 14 NA 1 NA NA 1 51
28664 2 1 6 1 21 NA NA 2 6 1 60
28665 2 2 NA NA 17 3 NA 2 2 1 49
28666 2 2 1 NA NA 2 1 1 1 NA 60
28666 3 NA NA 2 18 3 1 1 1 NA 60
28667 2 2 1 1 70 NA 1 1 NA 1 70
28668 2 2 NA 1 44 2 NA NA 1 NA 63
28668 3 2 1 1 11 3 NA NA 1 NA 63
28668 4 1 1 1 10 3 NA NA 1 NA 63
28668 5 2 1 NA 9 3 NA NA 1 NA 63
28668 6 1 1 1 8 3 NA NA 1 NA 63
28669 2 1 1 1 NA NA 1 2 NA 1 38
28670 2 2 1 1 66 2 1 1 1 1 70
28670 3 2 1 1 40 3 1 1 1 1 70
28671 2 2 1 NA 52 2 NA NA NA 1 50
28671 3 NA NA 1 NA 5 NA NA NA 1 50
28671 4 2 1 NA 19 NA NA NA NA 1 50
28672 2 1 NA 1 33 3 NA NA 1 1 51
28673 2 1 1 1 NA 2 NA NA 1 1 29
28673 3 1 1 NA 1 3 NA NA 1 1 29
28674 2 2 1 1 NA 2 1 1 1 1 57
28675 2 2 1 2 20 12 2 2 1 1 21
28675 3 2 6 NA 20 NA 2 2 1 1 21
28675 4 2 NA NA NA 12 2 2 1 1 21
28675 5 NA 1 1 NA NA 2 2 1 1 21
28675 6 2 NA 1 NA 12 2 2 1 1 21
28676 2 1 1 1 21 3 NA NA 1 1 52
28677 2 NA NA 1 37 2 1 2 NA 1 32
28677 3 NA 6 1 8 NA 1 2 NA 1 32
28677 4 1 6 NA 7 3 1 2 NA 1 32
28678 2 2 1 NA NA NA 1 1 NA 1 52
28678 3 NA NA 1 NA 3 1 1 NA 1 52
28679 2 NA 1 1 62 3 1 2 NA NA 85
28680 2 1 NA 1 23 3 NA 1 NA NA 52
28680 3 1 NA NA 19 3 NA 1 NA NA 52
28681 2 2 1 1 27 2 NA 1 NA NA 31
28681 3 2 1 1 8 3 NA 1 NA NA 31
28681 4 2 1 1 6 3 NA 1 NA NA 31
28682 2 1 NA 1 21 3 1 NA 3 1 46
28683 2 NA 1 NA NA 2 1 NA NA 1 77
28684 2 2 NA NA NA 2 2 1 NA 1 39
28684 3 NA 1 2 17 3 2 1 NA 1 39
28684 4 2 1 NA NA NA 2 1 NA 1 39
28685 2 1 2 NA 22 3 2 2 2 NA 41
28686 2 1 1 NA 59 2 1 NA 1 NA 55
28687 2 1 1 NA NA 2 NA NA 1 NA 50
28688 2 1 NA 3 46 2 NA 2 NA 1 51
28688 3 NA NA 4 22 NA NA 2 NA 1 51
28688 4 2 1 NA 16 3 NA 2 NA 1 51
28688 5 1 1 3 15 3 NA 2 NA 1 51
28689 2 NA 1 NA 29 3 NA 2 NA 1 56
28689 3 1 1 1 28 3 NA 2 NA 1 56
28690 2 1 NA 1 NA 2 1 NA 6 1 50
28690 3 1 6 1 10 3 1 NA 6 1 50
28690 4 NA NA NA 85 7 1 NA 6 1 50
28691 2 2 NA 1 NA 2 NA 1 NA 1 61
28692 2 2 1 NA NA NA 2 2 NA 2 41
28692 3 2 NA 1 20 12 2 2 NA 2 41
28693 2 1 1 NA 48 NA 1 2 1 1 55
28694 2 1 1 1 30 13 2 1 1 1 30
28695 2 1 NA 1 NA 2 NA 2 1 1 59
28696 2 1 1 1 21 11 NA 2 1 1 87
28697 2 2 1 NA NA 3 2 2 NA 2 29
28697 3 1 1 NA 5 NA 2 2 NA 2 29
28697 4 1 NA 2 30 NA 2 2 NA 2 29
28698 2 NA 1 1 41 3 NA NA 1 1 84
