"Gender" "Race" "Hisp" "Age" "Relate"
NA NA 1 8 8
NA 2 1 NA NA
2 2 NA NA NA
NA NA 1 35 2
2 8 1 NA 2
1 NA 1 NA NA
2 1 NA NA NA
2 1 NA NA 2
1 1 1 NA 3
NA 1 NA NA 3
1 1 1 NA 2
NA NA 1 33 3
NA NA NA 20 3
NA 7 NA NA 3
2 1 NA NA 2
2 1 1 17 3
2 NA 1 48 2
2 1 1 21 3
2 1 1 NA 3
2 1 2 48 NA
1 1 2 21 NA
2 NA 1 NA NA
2 NA 1 67 2
NA 1 1 NA 12
2 1 1 23 NA
1 NA 1 1 3
1 1 1 NA 2
NA NA NA 22 3
2 NA NA 23 NA
2 1 1 NA 2
NA NA NA 69 2
2 1 NA 23 3
1 1 1 16 3
2 1 2 22 2
1 1 2 NA 3
NA 1 2 4 3
1 1 NA 85 NA
NA 1 1 58 2
1 NA NA 55 2
2 1 NA 53 2
NA 1 NA 18 3
1 1 1 7 NA
2 NA 1 NA 12
1 1 1 24 13
1 1 NA NA 2
NA NA 1 NA NA
NA NA 1 8 NA
2 4 NA NA 2
1 4 1 13 NA
1 4 1 NA 3
1 1 NA 27 2
2 1 NA 2 3
1 1 1 1 NA
2 1 NA NA 2
NA NA 1 3 NA
1 1 1 16 3
2 1 1 12 NA
1 1 NA 10 3
NA 3 1 48 2
2 3 NA 16 3
1 NA 1 NA 3
NA 1 1 53 2
NA NA 1 NA 2
1 1 1 42 2
NA NA 1 11 3
1 NA 1 7 NA
1 1 1 58 2
2 1 1 NA NA
2 1 3 42 NA
2 1 1 71 NA
1 NA NA 2 3
1 1 NA 1 3
2 NA 1 53 NA
NA NA 1 15 NA
NA 1 NA NA 3
1 NA NA 60 2
NA 1 1 NA 3
2 NA 1 NA 12
NA 1 1 NA NA
2 NA 1 NA 2
1 NA NA 12 3
2 1 1 NA 2
1 1 1 13 3
1 1 1 10 3
2 8 2 NA 11
NA NA 2 40 12
1 NA 1 14 NA
1 1 NA NA NA
1 NA NA NA NA
2 1 1 22 NA
NA NA 1 20 3
NA NA 1 85 NA
NA 1 NA 42 3
1 1 1 51 2
2 1 NA 28 2
1 NA NA NA NA
NA 1 NA NA 2
NA 1 1 NA 3
1 1 1 NA 3
NA 1 NA 26 NA
2 1 1 55 2
1 1 1 22 3
NA NA 1 73 NA
NA 2 NA 10 8
2 2 1 9 8
1 8 1 NA 2
NA NA 1 59 2
1 NA 1 NA NA
2 NA 1 86 7
2 2 1 NA 2
2 NA NA 64 2
1 1 1 36 NA
1 NA 1 NA 2
NA 1 NA 10 3
2 1 NA NA 2
2 1 NA NA NA
2 1 1 NA 2
NA 1 NA NA 3
1 NA NA 52 3
2 NA NA NA 2
NA NA NA NA NA
2 NA NA NA 3
1 NA 1 NA 2
1 2 1 64 6
NA 1 1 79 2
2 1 NA NA 2
1 NA NA 17 3
2 1 1 15 NA
1 NA 1 78 2
NA NA 2 55 2
NA NA 2 28 3
NA NA 2 24 3
2 1 1 NA 2
1 1 1 32 3
1 1 1 28 3
2 NA 2 NA 12
2 NA NA 13 3
NA 1 1 NA NA
1 1 NA 54 3
2 NA 1 49 5
2 1 1 14 NA
1 2 NA 23 NA
2 NA NA NA 2
NA 1 1 NA 2
1 1 2 18 NA
2 NA 2 NA NA
NA 1 1 NA 2
2 NA NA 22 3
2 1 1 13 3
1 1 1 5 NA
NA 4 NA 79 2
2 1 1 NA 2
1 1 1 NA 12
1 1 1 NA 2
NA NA NA 58 3
1 2 1 36 8
NA 1 NA 49 6
NA 1 1 NA 2
NA NA 1 1 NA
2 NA 1 78 NA
NA 3 1 48 2
NA 3 1 NA 3
1 NA 1 NA 3
1 2 NA NA NA
1 2 1 NA 12
1 1 NA 76 NA
1 1 1 17 11
2 1 1 32 12
2 NA NA 24 3
1 1 2 NA 3
2 1 2 18 3
1 1 NA 91 NA
2 NA 1 65 2
1 NA 1 49 NA
NA 3 1 75 11
NA NA 1 NA 2
1 1 1 NA 8
NA 1 NA 32 12
2 1 NA 41 2
2 1 1 15 3
2 1 1 NA NA
2 NA 1 NA NA
NA NA NA 23 3
2 NA 1 19 3
NA 8 NA NA NA
NA 1 NA NA 2
1 NA 3 16 NA
2 1 NA 55 2
2 1 1 NA 2
1 1 1 12 3
NA 1 NA NA 3
1 NA 2 58 2
1 1 NA 27 3
NA NA 1 NA 2
NA 1 NA 53 NA
NA 1 NA 28 3
1 1 3 56 12
NA 1 1 NA 2
1 NA NA 18 3
2 6 1 10 4
2 1 1 62 2
NA NA 1 35 3
1 NA 1 66 2
2 1 NA 52 12
2 1 1 NA 2
2 NA 1 NA 12
1 1 1 NA 2
1 1 1 NA NA
1 1 NA 9 NA
1 NA 1 NA NA
1 1 1 60 2
2 NA 1 NA 2
1 2 1 NA 2
1 NA NA 29 NA
NA 7 3 56 NA
1 7 3 53 12
2 7 2 NA 12
2 1 1 63 2
2 1 NA 61 2
2 1 NA 29 2
NA NA NA 49 6
1 NA 5 46 NA
1 NA 1 49 2
2 1 1 17 NA
NA 1 1 14 NA
NA 1 1 71 NA
2 1 1 NA 2
2 1 NA NA 2
NA 1 NA NA 2
NA NA NA 81 NA
2 1 1 59 2
1 1 NA NA 2
1 NA 1 NA 3
2 1 1 7 NA
2 NA NA 54 2
NA 6 1 NA NA
2 6 1 29 3
1 6 1 24 NA
2 1 1 NA 2
1 1 2 NA NA
NA NA 1 NA 2
NA NA NA NA NA
2 NA 1 NA 12
2 1 1 33 12
1 1 1 70 2
2 1 1 NA NA
2 NA 1 18 NA
2 1 1 62 13
2 1 NA 52 2
1 1 1 18 NA
2 1 1 58 2
2 NA 1 NA NA
NA 1 NA 22 NA
2 NA 5 56 2
1 1 1 NA 2
1 1 1 17 3
2 1 NA 95 NA
NA 6 NA NA 2
1 7 NA NA 2
NA NA 1 NA NA
2 1 NA NA NA
2 1 2 NA 2
NA 1 NA 11 NA
1 1 2 NA NA
NA 1 2 34 NA
2 1 2 8 3
2 1 NA 6 3
NA 1 1 NA NA
2 1 1 NA 12
2 1 1 NA 2
1 7 2 NA 2
1 7 2 NA NA
1 7 2 20 11
1 1 NA 52 2
NA 1 NA NA 3
2 1 NA 43 NA
2 NA 1 NA 2
NA NA 2 39 2
2 NA 2 13 NA
2 1 2 7 3
1 NA 1 68 2
2 NA 1 35 2
NA 1 NA 4 NA
NA NA 5 59 2
NA NA 1 29 2
NA 1 NA NA 3
NA NA NA NA NA
NA NA 1 37 3
1 2 1 12 8
2 1 1 NA 3
1 NA 1 NA 12
2 1 1 67 2
1 1 1 NA 2
2 1 1 2 NA
NA NA 1 12 3
NA 1 1 NA 2
1 NA NA NA 8
NA 1 2 25 2
1 1 NA 1 NA
NA NA 2 5 4
2 1 1 41 2
NA NA 1 12 NA
2 1 1 10 NA
NA NA 1 57 NA
1 1 1 34 3
NA 1 NA 25 NA
2 1 1 65 2
NA 1 2 NA 3
2 1 1 14 NA
1 1 NA 44 2
2 1 1 10 3
2 1 1 10 3
NA 1 NA 37 2
2 1 1 20 3
1 NA NA 37 12
NA 1 1 11 3
2 NA 1 27 NA
2 1 1 65 2
2 1 1 61 2
1 NA NA 43 NA
1 6 1 12 3
NA 6 1 9 NA
2 NA 2 41 2
1 7 2 NA 3
1 NA 2 3 NA
1 2 1 55 3
2 1 NA NA 2
NA 1 NA 56 2
2 1 1 37 NA
2 1 1 NA NA
1 1 1 2 3
1 1 NA NA 2
1 1 NA 1 NA
1 NA 1 32 3
NA NA 1 NA NA
2 1 1 NA 2
2 NA 1 50 NA
2 1 NA NA 2
2 NA 1 54 2
2 NA 1 76 NA
2 1 1 24 NA
2 1 NA NA NA
2 NA NA 14 3
2 NA 1 13 3
NA 1 1 43 2
1 NA 1 NA 2
2 NA 1 NA NA
2 NA NA NA 2
1 7 NA 5 NA
1 NA 1 63 12
1 1 1 38 NA
1 NA 1 10 3
2 1 1 8 NA
NA 1 1 NA 2
2 NA 1 40 3
NA 1 1 66 2
NA 1 1 NA 2
2 1 1 NA 2
1 1 NA 20 3
1 1 1 NA 3
NA NA NA 69 2
2 1 NA NA 2
NA 1 1 6 3
1 1 NA 3 3
1 1 1 33 12
NA NA 1 40 2
2 2 1 5 NA
2 NA 1 15 3
2 3 NA 19 5
NA 3 1 NA 12
2 1 1 NA 2
NA 1 1 NA NA
2 NA 1 NA 2
2 NA 1 27 3
NA 1 NA NA 2
NA 1 1 25 NA
1 1 NA 22 NA
2 1 NA 48 2
1 1 NA NA NA
1 1 NA 5 3
2 1 1 47 NA
NA 1 1 54 13
2 1 NA NA NA
1 NA 1 NA 2
1 1 1 NA 3
1 6 NA 34 NA
2 NA 1 NA 2
NA 1 NA 30 2
2 1 1 9 3
2 1 NA 2 3
1 NA 2 NA 2
NA 1 2 2 NA
2 1 1 43 2
NA 1 NA 19 3
1 1 1 NA 3
1 NA NA 52 2
2 1 1 35 13
2 1 1 10 13
1 2 1 17 3
NA NA 1 NA 2
1 1 1 NA 3
NA 1 1 2 3
1 8 1 11 8
NA 1 1 62 2
2 NA 1 29 13
2 1 1 NA 2
NA NA NA 4 3
1 1 1 1 3
2 NA 1 NA NA
2 2 1 29 3
2 2 1 6 8
2 1 1 NA 2
1 1 1 13 3
1 1 1 9 NA
NA NA 1 9 3
2 2 1 5 3
1 NA NA 33 NA
2 NA 1 NA NA
NA 1 NA NA 2
2 1 NA NA 2
1 1 NA 36 2
1 NA 1 NA 3
NA NA 1 7 3
1 1 NA NA 3
2 1 1 77 NA
2 1 1 NA NA
NA NA 1 NA 2
NA 1 NA 18 NA
2 1 1 NA NA
1 2 1 45 3
2 1 NA 50 2
NA NA 1 NA 2
1 NA NA 60 2
1 NA NA 10 NA
2 1 1 NA NA
1 1 NA 16 NA
1 1 1 26 NA
NA NA 1 36 2
1 1 1 NA 5
2 NA 1 34 NA
NA 2 1 NA NA
NA 2 1 43 13
2 1 NA 43 2
1 1 NA NA 2
2 NA 1 NA NA
1 1 1 5 3
1 NA 2 63 2
2 1 2 29 NA
NA 1 2 20 NA
NA NA 1 46 2
2 1 1 12 3
NA NA 1 65 2
NA 1 NA 59 2
2 1 1 65 2
2 NA NA NA 3
2 1 1 NA 8
2 1 1 NA 2
2 1 1 89 NA
1 1 NA NA 3
1 1 1 NA NA
2 NA 1 NA 3
2 1 1 7 3
2 1 1 11 3
2 NA 1 45 2
NA 1 NA NA 3
NA NA NA NA 3
2 1 NA NA 2
2 1 1 18 3
1 1 1 NA 3
2 NA 1 11 3
NA NA NA NA 2
1 2 NA NA 3
2 NA NA 10 3
1 2 1 33 12
2 NA 1 57 2
NA 1 1 66 2
2 1 NA 90 7
1 2 1 21 NA
NA 2 NA 17 3
2 2 NA 15 3
1 1 1 NA 2
1 NA 1 45 NA
1 NA NA NA 7
2 NA 1 56 11
2 NA 1 42 2
2 1 1 10 3
NA NA 1 7 3
1 1 NA 56 2
2 1 2 NA NA
NA 1 NA NA 3
NA 1 1 32 NA
1 1 NA NA 2
2 1 NA NA 2
2 8 1 9 NA
2 8 NA NA NA
2 NA 1 38 2
NA NA NA NA 2
2 NA NA 38 3
1 1 1 32 3
NA NA 1 23 13
1 1 1 NA 2
2 1 1 16 NA
2 NA 1 71 6
1 1 1 50 NA
2 1 1 60 2
NA NA 1 24 NA
1 1 1 20 NA
1 NA 1 11 NA
1 1 NA NA 3
1 NA 1 30 12
1 NA 1 70 2
NA NA NA 53 2
2 NA 2 27 NA
1 1 NA 11 3
1 NA NA NA 2
2 1 1 NA 2
1 1 1 57 2
2 1 1 25 3
2 1 1 NA NA
2 1 1 NA 2
2 1 NA NA NA
2 1 2 NA 2
1 1 1 73 2
2 NA NA 17 NA
2 NA NA 52 2
NA NA 1 24 2
NA 1 1 NA 12
NA 1 1 NA NA
2 NA 1 55 2
1 1 1 NA NA
1 1 NA 23 3
1 NA 1 49 2
NA NA 1 23 3
1 1 1 62 2
NA 1 1 29 NA
2 1 NA NA 2
1 2 NA 6 NA
1 1 NA NA NA
2 6 NA NA NA
2 8 5 36 2
2 NA NA 1 3
NA 1 1 19 12
2 1 1 8 3
2 1 1 52 12
NA 6 1 NA 2
2 NA 1 13 3
1 NA 5 5 3
1 NA NA 2 NA
1 1 5 29 12
2 1 NA 57 2
2 1 2 NA 2
1 1 NA 19 3
2 1 1 67 NA
2 NA NA 47 2
NA 1 1 79 NA
2 1 2 2 3
2 1 2 23 12
NA 1 1 1 3
1 1 1 35 12
1 1 1 45 3
2 1 NA NA 2
2 1 1 NA 2
2 1 1 3 NA
2 NA NA NA 2
1 1 1 NA 3
2 2 NA 26 3
2 1 NA 13 4
NA 1 NA NA 2
2 1 1 59 2
2 1 NA NA NA
2 2 1 83 NA
1 NA NA 13 3
1 NA 1 53 2
NA 1 2 NA 3
2 1 2 82 NA
1 2 NA 58 2
1 2 1 25 3
1 6 1 NA 2
1 6 1 18 3
2 2 1 NA 2
NA 2 NA 20 NA
NA 2 1 NA 3
1 1 NA 30 NA
2 5 NA 65 NA
NA 1 NA 69 2
NA NA 5 88 NA
2 2 NA 64 2
2 2 5 25 NA
NA NA 1 NA 2
1 1 NA NA 2
NA 6 1 NA NA
2 1 NA 60 2
NA NA NA 31 3
NA 1 1 NA 2
1 1 NA NA 2
1 1 1 7 3
NA 1 1 NA 2
2 1 1 44 NA
NA 1 1 NA 2
NA 1 1 7 3
2 1 1 NA NA
1 8 2 NA 3
NA NA 1 30 12
2 1 1 61 NA
NA NA 1 62 2
2 1 2 NA 2
1 NA 1 76 2
2 1 NA 73 2
2 1 NA NA NA
1 1 1 70 2
2 1 2 36 NA
NA 1 2 10 3
1 1 2 NA NA
NA 1 1 58 2
NA NA 1 56 6
NA 2 1 40 2
NA NA 1 13 5
NA 2 2 11 5
NA 1 1 36 NA
1 1 1 35 NA
2 NA 1 15 3
NA NA 1 NA 3
1 NA 1 NA NA
2 1 1 71 2
1 NA 1 NA 2
1 1 1 18 3
NA 2 1 60 2
NA 1 1 NA 2
2 NA 1 20 NA
2 NA 1 84 NA
2 1 1 45 2
1 NA 1 16 3
1 1 1 NA 3
NA 1 2 50 2
1 1 1 55 2
NA 1 1 73 2
NA 1 1 52 12
NA 1 1 20 NA
2 NA 1 NA NA
2 1 1 58 2
1 1 NA 7 3
1 1 5 38 2
2 1 2 16 NA
NA 1 1 NA NA
2 NA 1 34 2
NA 1 1 9 NA
2 1 1 15 NA
NA 1 1 72 NA
2 1 NA 43 4
NA NA 1 NA 8
2 NA NA NA 2
2 1 1 NA 3
1 1 1 13 NA
NA 1 1 NA 2
2 NA NA 8 3
NA NA 1 3 NA
2 2 1 44 NA
NA NA NA 69 12
2 1 1 NA NA
2 NA NA 8 NA
NA 1 1 NA 12
1 7 4 31 2
1 NA 1 68 NA
1 1 2 25 3
2 2 1 27 3
2 2 1 24 3
2 NA 1 NA 8
NA 1 1 NA NA
2 1 1 50 2
2 1 1 16 3
2 1 1 NA 3
2 1 1 NA NA
2 NA NA 43 2
NA 1 NA 14 3
1 NA 1 NA 3
2 1 1 66 13
1 1 1 65 13
1 1 1 2 3
1 NA NA 27 NA
2 1 NA NA 2
NA 1 NA 15 NA
1 NA 1 NA NA
2 NA 1 NA 2
1 6 NA 76 NA
1 NA NA NA 3
2 1 NA 54 2
1 5 NA 60 7
NA 1 1 47 NA
NA 1 1 NA NA
2 NA 5 NA 3
1 7 2 35 NA
1 1 1 45 3
NA 1 NA NA 2
2 1 1 38 NA
1 NA 1 18 3
2 1 1 11 3
2 NA NA NA NA
NA NA 1 NA 2
NA 1 NA 48 NA
NA 1 1 76 NA
1 1 1 NA NA
NA 1 NA NA NA
2 1 1 18 NA
NA 1 1 14 NA
1 1 1 40 12
2 1 1 67 NA
2 NA NA 77 2
1 NA 1 20 NA
NA 1 1 77 2
2 6 1 21 12
1 1 1 NA NA
NA 1 1 38 NA
1 NA 1 NA 2
1 1 2 NA 6
1 1 2 44 NA
NA 1 1 NA NA
2 NA 1 NA 2
2 1 1 20 12
2 1 2 2 NA
2 1 NA NA 12
1 NA 5 NA 3
1 NA NA 16 NA
2 1 1 30 NA
2 1 1 NA 2
NA 1 1 5 NA
1 NA NA 3 3
2 1 1 NA NA
2 NA 1 71 2
2 2 1 23 3
2 2 1 NA 6
NA 1 1 NA 2
1 1 1 NA 3
1 1 NA NA 3
2 1 NA 63 2
2 1 NA NA 2
2 1 2 NA 3
2 1 1 NA 2
2 NA 1 NA 3
1 NA 1 66 2
2 1 1 NA 2
2 1 1 NA 2
2 NA 1 NA 2
1 1 1 55 2
1 1 1 NA NA
1 1 NA NA 2
NA NA 1 6 3
NA 1 NA 1 NA
2 1 NA NA 2
2 1 NA 22 3
2 1 1 NA NA
NA 1 1 7 NA
1 1 1 5 3
2 1 1 9 3
1 NA 1 7 3
1 1 NA NA 3
2 1 NA NA NA
NA 1 NA 62 2
1 1 NA NA 2
1 1 1 14 3
2 1 NA NA NA
2 1 1 50 12
2 8 NA 15 NA
1 1 1 56 12
1 1 1 3 NA
2 1 NA 1 NA
NA NA 1 77 NA
1 NA 1 22 12
2 1 1 NA 2
1 1 1 21 NA
2 1 NA NA NA
1 1 NA 43 2
1 NA NA NA NA
NA 2 1 49 3
2 2 NA 68 12
2 1 1 64 2
2 NA 1 NA 2
2 1 1 17 NA
1 1 1 NA NA
1 1 NA 10 3
NA 1 1 6 3
2 1 1 NA NA
1 1 1 60 2
2 1 5 NA 2
1 1 5 12 3
1 1 NA 9 3
2 1 1 NA NA
NA NA 1 9 3
2 1 NA NA NA
NA 1 NA 22 3
2 NA 1 18 8
NA 1 1 44 NA
1 1 1 NA 2
NA 1 1 6 3
NA NA NA 2 NA
NA 1 1 NA 12
NA 2 1 87 NA
2 1 1 61 2
1 1 NA NA 2
NA NA NA NA NA
NA 1 1 52 2
NA 1 1 30 3
1 1 1 57 6
NA NA 1 NA NA
1 6 1 NA 3
2 1 1 36 2
2 1 NA 75 NA
NA NA 1 9 3
1 NA NA 9 3
2 1 NA 25 2
NA 1 NA 46 2
1 1 1 13 3
1 1 1 9 3
2 1 1 NA 2
NA 4 NA 37 NA
1 4 NA 4 3
NA 1 1 37 2
1 NA NA 8 3
1 1 1 NA 3
2 1 1 68 NA
NA NA 1 49 2
1 1 1 52 6
1 2 NA 14 NA
2 4 NA 37 2
1 4 1 15 NA
1 4 NA 35 12
NA NA NA 49 12
1 NA NA NA 12
1 1 1 35 2
NA NA 1 6 3
1 1 5 20 3
2 NA 5 NA 3
NA 1 1 47 3
2 1 1 NA 2
NA 1 NA 38 2
1 NA 1 16 NA
NA 1 1 13 NA
2 NA 4 NA 2
NA NA 1 NA 2
2 8 NA 30 NA
1 NA 1 24 NA
2 NA 1 NA 2
NA 1 1 8 3
2 NA NA 4 3
2 1 1 NA 2
2 1 NA 66 2
2 1 1 30 13
2 1 1 32 2
1 NA 1 NA 3
NA 1 2 NA 3
1 1 2 16 NA
NA NA NA NA 12
2 1 1 NA 2
1 NA 1 78 2
1 1 NA NA 2
NA 1 1 70 2
2 1 1 NA 3
NA 2 1 NA 2
NA NA NA 12 NA
1 1 1 NA 2
1 NA 1 NA NA
NA 1 1 69 12
NA NA 1 47 2
2 1 NA NA 2
NA NA 1 NA NA
2 NA NA 28 NA
1 NA 1 NA 12
NA NA 5 NA 2
1 8 3 NA 3
2 1 NA NA 2
2 1 1 NA 12
1 1 1 NA 2
NA NA 1 16 3
1 2 1 14 NA
NA 1 1 59 3
1 1 NA NA 2
2 1 1 17 NA
2 1 1 14 3
2 1 1 NA 7
2 1 1 NA 2
1 1 1 NA 3
NA NA 1 NA 12
1 2 1 NA NA
NA NA 2 NA NA
1 NA NA 5 NA
NA 1 NA 39 2
NA NA NA 4 3
1 1 NA NA 2
2 1 1 69 6
NA 2 1 2 3
NA 2 NA 25 12
NA 1 1 54 NA
2 1 1 81 NA
NA 1 1 67 NA
NA NA 1 19 NA
2 1 NA NA 2
1 1 NA 10 NA
2 NA 1 7 NA
1 1 1 73 2
2 1 1 NA 2
2 1 1 20 NA
1 1 1 NA NA
1 NA NA 73 NA
2 1 NA NA NA
2 1 1 20 NA
1 NA 1 79 NA
NA 2 1 37 NA
2 2 1 11 NA
NA NA NA 8 NA
2 NA NA NA 2
2 NA 1 56 NA
2 7 2 33 2
NA NA 2 NA 3
1 7 2 11 3
NA NA NA 36 12
1 NA 1 44 2
2 1 1 66 3
1 1 1 19 NA
2 1 1 13 NA
2 6 1 39 2
1 6 NA NA NA
2 1 1 42 2
NA 1 1 NA 3
NA 1 1 4 3
2 1 1 NA 2
2 1 1 NA 2
2 1 1 19 NA
NA NA 1 NA 3
2 5 1 NA 2
1 5 NA 4 NA
2 5 NA NA 3
2 1 1 NA 2
NA 1 1 27 NA
NA 1 1 NA 2
2 NA 3 NA NA
1 1 1 NA NA
2 1 NA NA NA
1 1 NA 17 NA
NA 1 NA 14 NA
1 1 NA NA 2
1 1 1 19 4
2 1 1 NA 2
NA NA 1 NA 3
1 1 1 59 2
2 NA 1 45 NA
1 NA 1 12 3
1 1 1 10 NA
NA 1 1 17 NA
NA 1 NA 4 NA
NA 1 1 26 12
2 1 NA 65 2
2 1 1 61 NA
1 7 NA 26 4
NA 7 1 21 8
2 7 NA NA 11
1 1 1 NA 2
NA NA 1 29 NA
2 1 1 NA NA
NA 1 NA 6 NA
NA NA 5 NA 2
1 1 5 16 3
1 1 5 13 NA
NA 1 NA 57 2
1 NA NA 24 12
2 1 3 51 NA
1 1 NA 68 2
NA NA 5 NA 2
NA 1 1 37 3
1 1 1 36 2
NA 1 1 1 3
1 3 1 33 3
2 1 1 51 2
NA 1 1 NA 3
NA NA 1 14 3
1 NA 1 NA 2
2 1 1 27 NA
2 1 1 22 3
1 2 1 22 3
NA 2 NA 20 3
1 NA 1 5 8
2 1 1 74 NA
NA 1 1 NA 2
2 1 1 NA 2
2 1 1 25 12
1 1 1 38 2
2 1 1 17 3
1 1 NA NA NA
NA 1 2 55 2
2 NA 2 25 3
1 1 NA 18 NA
2 1 1 NA NA
NA 2 NA 50 12
NA NA 1 59 2
1 1 1 NA NA
NA NA NA 21 NA
2 1 1 22 NA
2 NA 2 61 2
2 1 2 38 3
1 NA 2 29 3
1 7 NA 34 2
NA 9 2 NA 3
1 9 2 NA NA
1 6 1 NA 6
2 6 1 49 NA
2 1 1 NA 2
NA NA NA 13 NA
NA 1 1 13 NA
NA 1 NA NA 2
NA 1 NA 18 3
1 1 NA 15 NA
NA 1 NA 71 NA
NA 1 1 48 2
NA NA NA 14 NA
1 1 NA 12 3
2 8 NA 67 NA
1 1 1 27 NA
NA 8 5 70 6
2 NA 1 NA 2
1 1 1 29 3
2 1 1 23 12
NA NA 1 NA 2
2 1 NA 45 2
NA 2 1 NA 2
2 1 1 NA 2
2 1 NA 11 3
2 1 1 11 3
1 1 NA 22 3
NA 1 1 20 NA
1 1 NA NA 2
NA 1 1 53 NA
2 1 1 21 3
1 NA 1 NA 2
2 1 1 13 3
NA 1 1 59 2
NA 1 NA NA 7
2 1 NA NA 2
NA 1 NA 18 NA
2 1 1 12 NA
2 1 1 43 2
NA 1 1 18 3
NA 1 NA 9 NA
1 2 NA 40 2
1 2 1 7 NA
2 1 1 NA NA
2 1 1 12 4
NA 1 NA 63 2
2 4 NA 55 6
2 NA NA NA 12
1 4 NA 34 NA
2 3 NA 7 3
1 1 1 40 2
NA 1 NA 5 NA
1 1 1 NA 3
NA NA 1 NA 3
NA NA 1 NA 12
NA NA 1 NA NA
2 NA NA 15 3
NA NA NA NA 2
2 NA 1 64 2
2 1 NA 38 2
1 1 2 17 3
NA 1 1 14 NA
2 1 1 NA NA
2 7 2 29 2
2 NA NA 6 3
NA NA 2 10 5
1 NA 1 NA NA
2 NA 1 11 3
1 2 1 6 NA
NA 2 1 NA NA
2 1 NA 38 2
NA 1 NA 6 3
1 1 1 66 2
1 2 NA 4 4
2 NA NA NA 2
2 NA NA 5 3
1 1 1 3 NA
1 NA 1 NA 2
1 1 1 NA 2
1 1 1 49 NA
NA 1 1 11 NA
1 NA 1 32 2
NA NA 1 71 NA
1 1 5 78 2
NA 1 NA 32 3
2 NA 1 51 2
2 1 NA NA 2
1 1 NA 48 2
1 NA NA 19 NA
NA 1 1 56 2
1 NA 1 NA 2
1 1 NA NA 2
2 NA 1 17 NA
NA 1 1 24 NA
NA 1 1 NA NA
NA 2 1 NA 6
2 NA 1 79 NA
NA 1 1 NA 2
NA 1 1 14 3
2 NA NA 11 NA
1 8 1 9 3
2 NA 1 NA 3
1 NA NA 1 NA
NA NA 1 NA 2
2 NA 1 18 NA
2 1 1 NA 2
NA 1 1 NA 2
1 2 NA NA 3
NA 2 1 NA 7
1 2 1 NA 11
2 1 1 NA NA
1 1 NA NA NA
1 1 1 37 NA
2 1 1 34 12
NA 1 1 20 3
1 NA 1 18 3
2 1 NA 13 3
2 2 1 19 3
1 2 1 62 12
2 1 1 NA 2
1 2 1 56 2
2 NA 1 NA 2
2 1 1 NA 2
2 1 NA NA 2
NA 1 2 32 3
2 NA NA 49 12
2 NA 1 NA 2
1 1 NA 16 3
NA 1 1 13 3
2 NA 1 NA 3
1 2 1 50 3
2 1 1 NA 2
2 1 1 9 NA
1 1 NA NA NA
2 NA NA NA 2
NA 1 1 46 NA
2 1 1 2 NA
1 NA 1 45 NA
2 NA 1 NA 2
2 1 1 51 2
2 1 NA 18 3
1 1 1 51 11
NA 1 NA NA 2
2 NA 1 16 5
2 8 NA NA 2
2 1 NA 48 NA
2 NA NA 18 3
2 1 1 NA 2
2 1 1 71 2
NA 1 1 NA 2
2 6 1 52 2
2 NA 1 18 NA
NA 1 2 34 12
1 1 1 NA NA
2 NA NA 77 NA
1 1 NA NA 3
1 1 1 14 3
NA 1 NA 11 3
1 1 1 5 3
2 1 1 NA NA
2 NA 1 6 NA
1 1 1 NA 2
1 2 NA 51 2
1 1 2 60 3
1 NA NA 19 3
2 NA NA NA NA
1 NA 2 NA NA
2 1 1 82 2
2 2 NA NA NA
NA NA 1 NA NA
2 1 1 NA 2
1 NA 1 64 NA
NA 6 1 23 NA
NA 1 1 NA 2
1 NA 1 NA 3
NA NA 1 19 3
1 1 NA 64 2
2 1 1 NA 2
2 1 NA 22 3
1 1 1 NA NA
1 1 NA NA 2
2 NA NA 34 2
2 5 1 33 2
1 1 1 NA 2
1 NA 1 1 3
2 NA 1 62 2
2 1 NA NA NA
2 2 1 50 2
1 NA NA 20 3
1 1 NA 42 12
1 1 1 NA 2
2 NA 1 NA 3
NA 4 1 NA 2
1 4 NA 62 3
2 2 1 17 NA
NA NA NA 12 3
NA 1 1 NA 2
1 1 1 56 3
2 NA 1 NA 2
1 2 1 19 3
2 NA NA 18 3
2 1 NA NA 2
2 1 NA 3 3
1 NA NA NA NA
2 NA 1 NA NA
2 1 NA 13 3
2 NA 1 11 3
2 NA 1 30 12
1 1 1 19 NA
1 NA 1 11 NA
1 NA NA NA NA
1 6 1 21 NA
1 6 1 18 3
1 1 1 64 12
2 1 1 62 2
2 1 NA NA 2
2 1 1 NA NA
NA 8 1 9 13
1 NA 1 NA 13
2 NA 1 NA 2
2 1 1 18 NA
2 6 NA 44 2
NA NA 1 19 NA
NA 1 1 NA 2
2 1 3 NA NA
2 1 NA NA 2
2 1 1 18 NA
1 1 1 14 3
NA 1 1 33 NA
1 1 NA 18 3
1 1 1 7 NA
1 2 1 67 2
2 1 NA NA 2
2 NA 1 NA 2
2 1 NA 53 2
NA NA 1 22 3
NA 1 NA NA NA
2 1 1 NA 2
NA 1 NA 54 2
2 1 1 NA 2
2 2 1 24 12
NA NA 1 33 2
1 2 NA 4 NA
2 2 NA 2 NA
2 1 NA 9 3
1 1 1 54 12
1 NA NA NA 2
1 1 NA 72 6
2 1 1 67 2
2 1 1 10 NA
2 NA 1 9 NA
2 1 1 NA NA
