"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage" "householdsize"
327 3 2 1 1 1 2 2 2 1 1 29 2
328 2 1 1 1 57 1 1 2 1 1 56 1
329 2 1 1 1 54 1 1 2 1 1 75 1
330 2 2 1 1 35 1 1 1 1 1 43 3
330 3 2 1 1 21 2 1 1 1 1 43 3
330 4 2 1 1 14 2 1 1 1 1 43 3
331 2 2 1 1 38 1 1 1 1 1 41 3
331 3 1 1 1 11 2 1 1 1 1 41 3
331 4 1 1 1 10 2 1 1 1 1 41 3
332 2 2 1 1 85 1 1 1 1 1 74 1
333 2 2 1 1 42 1 2 1 1 1 45 2
333 3 1 1 1 20 2 2 1 1 1 45 2
334 2 2 1 1 33 1 2 1 1 1 42 2
334 3 2 1 1 14 4 2 1 1 1 42 2
335 2 1 1 1 57 1 1 2 1 1 44 3
335 3 2 1 1 17 11 1 2 1 1 44 3
335 4 1 1 1 13 2 1 2 1 1 44 3
336 2 2 1 2 6 12 1 2 1 1 30 2
336 3 1 1 1 32 11 1 2 1 1 30 2
337 2 2 1 1 69 1 1 1 1 1 76 1
338 2 1 2 1 47 1 1 2 1 1 52 1
339 2 1 1 1 31 11 1 2 1 1 31 1
340 2 2 1 1 44 1 1 1 1 1 68 1
341 2 1 1 1 7 2 1 2 1 1 37 2
341 3 1 1 1 3 2 1 2 1 1 37 2
342 2 2 2 1 6 2 1 2 2 1 24 1
343 2 2 1 2 25 2 1 2 1 2 53 1
344 2 1 1 5 55 1 1 2 1 1 53 1
345 2 2 1 1 65 1 1 1 1 1 65 1
346 2 2 1 1 81 1 1 1 1 1 79 1
347 2 2 1 1 47 1 2 1 1 1 44 2
347 3 1 1 1 69 6 2 1 1 1 44 2
348 2 1 1 1 7 2 1 2 1 1 57 1
349 2 2 1 1 75 11 1 1 1 1 69 1
350 2 1 2 1 74 1 2 2 1 1 66 1
351 2 2 1 1 57 1 1 1 1 1 40 3
351 3 1 1 1 9 2 1 1 1 1 40 3
351 4 1 1 1 6 2 1 1 1 1 40 3
352 2 2 1 1 82 1 1 1 1 1 62 1
353 2 1 1 4 47 1 1 2 1 1 30 1
354 2 2 1 1 59 1 1 1 1 1 61 1
355 2 1 1 1 55 10 1 1 1 1 69 1
356 2 1 1 1 49 1 1 2 1 1 53 1
357 2 2 1 1 45 11 2 1 1 1 46 1
358 2 2 8 1 59 1 1 1 2 1 57 1
359 2 2 1 1 51 1 1 1 1 1 63 1
360 2 1 1 1 29 11 2 2 1 1 28 1
361 2 1 1 1 68 1 1 2 1 1 63 3
361 3 1 1 1 35 2 1 2 1 1 63 3
361 4 1 1 1 35 12 1 2 1 1 63 3
362 2 1 1 1 1 11 1 1 1 1 26 2
362 3 1 1 1 24 11 1 1 1 1 26 2
363 2 2 2 1 6 4 2 2 2 1 36 1
364 2 2 1 1 66 5 1 1 1 1 59 2
364 3 1 1 1 51 5 1 1 1 1 59 2
365 2 2 1 1 57 1 1 1 1 1 55 2
365 3 1 1 1 24 2 1 1 1 1 55 2
366 2 1 1 5 16 2 1 2 1 4 36 1
367 2 1 2 1 27 5 2 2 2 1 35 2
367 3 1 2 1 35 11 2 2 2 1 35 2
368 2 2 1 1 53 1 1 1 1 1 60 1
369 2 2 1 1 7 2 2 1 1 1 47 1
370 2 1 7 2 1 2 2 1 1 2 31 2
370 3 2 7 5 28 11 2 1 1 2 31 2
371 2 2 1 1 58 1 2 1 1 1 82 1
372 2 2 1 1 89 1 1 1 1 1 66 1
373 2 2 8 1 3 11 2 1 1 1 25 1
374 2 2 1 1 47 1 1 1 1 1 46 2
374 3 1 1 1 18 2 1 1 1 1 46 2
375 2 1 6 1 29 2 1 2 6 1 63 1
376 2 2 9 5 6 2 1 2 1 5 31 1
377 2 2 1 1 61 1 1 1 1 1 86 1
378 2 2 1 1 22 2 2 2 1 1 56 1
379 2 2 6 1 38 1 1 1 6 1 39 3
379 3 2 6 1 6 3 1 1 6 1 39 3
379 4 1 6 1 25 2 1 1 6 1 39 3
380 2 1 1 1 46 1 1 2 1 1 51 2
380 3 2 1 1 12 2 1 2 1 1 51 2
381 2 2 1 1 35 1 2 1 1 1 31 1
382 2 2 5 1 52 1 1 1 1 1 52 1
383 2 2 1 1 75 1 1 1 1 1 75 1
384 2 2 2 1 12 2 2 2 2 1 39 2
384 3 1 2 1 59 1 2 2 2 1 39 2
385 2 2 1 2 44 1 1 1 1 2 47 3
385 3 1 1 2 12 2 1 1 1 2 47 3
385 4 1 1 2 7 2 1 1 1 2 47 3
386 2 2 1 1 40 1 1 1 1 1 44 2
386 3 1 1 1 17 2 1 1 1 1 44 2
387 2 2 1 1 24 2 1 2 1 1 59 1
388 2 2 1 1 43 1 1 1 1 1 48 1
389 2 1 2 1 52 2 1 2 2 1 77 2
389 3 1 2 1 50 2 1 2 2 1 77 2
390 2 2 1 1 38 1 2 1 2 1 38 3
390 3 2 8 1 6 2 2 1 2 1 38 3
390 4 2 8 1 2 2 2 1 2 1 38 3
391 2 1 1 3 34 1 2 2 1 1 23 2
391 3 1 1 1 1 11 2 2 1 1 23 2
392 2 2 1 2 55 1 1 1 1 1 58 2
392 3 1 1 1 26 2 1 1 1 1 58 2
393 2 2 1 1 23 1 1 1 1 1 65 1
394 2 1 1 1 25 1 1 2 1 1 51 2
394 3 1 1 1 12 2 1 2 1 1 51 2
395 2 1 1 1 62 1 1 2 1 1 65 1
396 2 1 1 1 59 1 1 2 1 1 59 1
397 2 1 1 1 19 2 1 2 1 1 48 1
398 2 2 1 1 64 1 2 1 1 1 56 1
399 2 2 1 1 69 1 1 1 1 1 70 1
400 2 2 1 1 55 1 1 1 1 1 81 1
401 2 1 1 1 95 12 2 1 1 1 62 1
402 2 2 1 1 62 1 1 1 1 1 66 1
403 2 2 1 1 42 1 1 1 1 1 60 2
403 3 1 1 1 15 2 1 1 1 1 60 2
404 2 1 1 1 27 11 2 2 1 1 57 3
404 3 2 1 1 4 7 2 2 1 1 57 3
404 4 1 1 1 49 11 2 2 1 1 57 3
405 2 2 1 1 49 1 1 1 1 1 53 1
406 2 1 1 1 15 2 1 2 1 1 54 1
407 2 2 1 1 17 7 1 1 1 1 74 2
407 3 1 1 1 46 2 1 1 1 1 74 2
408 2 2 1 1 44 2 1 2 1 1 53 1
409 2 2 1 1 37 1 1 1 1 1 51 2
409 3 1 1 1 14 2 1 1 1 1 51 2
410 2 2 1 1 53 11 1 1 1 1 63 1
411 2 2 1 1 21 2 2 2 1 1 42 1
412 2 1 1 1 52 1 1 2 1 1 42 1
413 2 2 1 1 16 2 1 2 1 1 44 3
413 3 2 1 1 14 2 1 2 1 1 44 3
413 4 2 1 1 10 2 1 2 1 1 44 3
414 2 2 1 1 34 1 2 1 1 1 55 3
414 3 1 1 1 17 2 2 1 1 1 55 3
414 4 1 1 1 16 2 2 1 1 1 55 3
415 2 2 1 1 71 1 1 1 1 2 65 1
416 2 2 1 1 27 1 1 1 1 1 30 2
416 3 2 1 1 5 2 1 1 1 1 30 2
417 2 2 1 1 70 1 1 1 1 1 68 1
418 2 2 1 1 68 1 1 1 1 1 55 1
419 2 1 1 1 59 1 1 2 1 1 55 1
420 2 2 1 1 63 1 1 1 1 1 64 1
421 2 2 1 1 60 1 1 1 1 1 63 1
422 2 2 1 1 56 1 1 1 1 1 69 1
423 2 2 1 1 64 1 1 1 1 1 63 1
424 2 2 1 1 62 11 1 1 1 1 72 1
425 2 2 1 1 51 1 1 1 1 1 54 1
426 2 1 1 1 4 2 2 2 1 1 28 1
427 2 1 1 1 70 1 1 2 1 5 64 1
428 2 2 6 1 26 2 1 1 6 1 51 1
429 2 2 1 1 80 1 1 1 1 1 72 1
430 2 1 1 1 47 1 1 2 1 1 55 2
430 3 1 1 1 16 2 1 2 1 1 55 2
431 2 1 1 1 44 1 2 2 1 1 41 3
431 3 2 1 1 18 2 2 2 1 1 41 3
431 4 1 1 1 14 2 2 2 1 1 41 3
432 2 2 1 1 1 2 2 1 1 1 31 3
432 3 1 1 1 33 11 2 1 1 1 31 3
432 4 1 1 1 35 11 2 1 1 1 31 3
433 2 2 1 1 28 1 1 1 1 1 45 3
433 3 2 1 1 15 2 1 1 1 1 45 3
433 4 2 1 1 66 8 1 1 1 1 45 3
434 2 2 2 1 20 1 2 1 2 1 53 3
434 3 1 2 1 21 2 2 1 2 1 53 3
434 4 2 2 1 39 2 2 1 2 1 53 3
435 2 2 1 1 62 1 1 1 1 1 62 1
436 2 2 1 2 29 1 2 1 1 5 32 3
436 3 2 1 2 19 2 2 1 1 5 32 3
436 4 1 1 2 1 2 2 1 1 5 32 3
437 2 2 1 1 43 1 1 1 1 1 53 3
437 3 2 1 1 21 2 1 1 1 1 53 3
437 4 1 1 1 7 2 1 1 1 1 53 3
438 2 2 2 1 25 1 2 1 2 1 27 1
439 2 2 1 1 41 1 1 1 1 1 55 3
439 3 2 1 1 13 2 1 1 1 1 55 3
439 4 2 1 1 11 2 1 1 1 1 55 3
440 2 2 1 1 64 1 1 1 1 1 67 1
441 2 1 1 1 26 11 2 2 1 1 83 1
442 2 1 1 1 74 1 1 2 1 1 55 2
442 3 1 1 1 43 2 1 2 1 1 55 2
443 2 2 1 1 36 1 1 1 1 1 38 3
443 3 2 1 1 12 2 1 1 1 1 38 3
443 4 1 1 1 26 2 1 1 1 1 38 3
444 2 2 1 1 21 1 2 1 1 1 22 1
445 2 2 1 1 80 1 1 1 1 1 80 1
446 2 1 2 1 7 2 1 2 2 1 34 2
446 3 2 2 1 61 6 1 2 2 1 34 2
447 2 2 1 1 66 1 1 1 1 1 66 1
448 2 2 8 1 43 1 1 1 1 1 46 3
448 3 1 3 1 10 9 1 1 1 1 46 3
448 4 2 8 1 18 2 1 1 1 1 46 3
449 2 2 1 1 38 11 1 1 1 1 37 1
450 2 1 2 1 19 2 1 1 2 1 34 3
450 3 1 2 1 14 2 1 1 2 1 34 3
450 4 1 2 1 11 2 1 1 2 1 34 3
451 2 2 1 1 55 1 1 1 1 1 56 1
452 2 2 1 2 33 2 1 1 1 2 88 1
453 2 2 6 1 52 1 1 1 1 1 42 3
453 3 1 6 1 7 2 1 1 1 1 42 3
453 4 1 8 1 4 2 1 1 1 1 42 3
454 2 1 1 1 37 1 1 2 1 3 26 1
455 2 2 1 1 66 1 1 1 1 1 68 1
456 2 2 1 1 53 1 1 1 1 1 58 1
457 2 2 1 1 20 1 2 1 1 1 20 1
458 2 1 1 1 53 2 1 2 1 1 73 1
459 2 2 7 2 43 1 1 1 1 2 47 2
459 3 2 1 2 9 2 1 1 1 2 47 2
460 2 1 2 1 7 2 2 2 2 1 26 1
461 2 1 1 1 50 1 1 2 1 1 42 3
461 3 2 1 1 14 2 1 2 1 1 42 3
461 4 2 1 1 11 3 1 2 1 1 42 3
462 2 1 1 1 68 1 1 2 1 1 72 1
463 2 1 1 1 34 5 1 2 1 1 48 3
463 3 1 1 1 95 6 1 2 1 1 48 3
463 4 2 1 1 58 6 1 2 1 1 48 3
464 2 2 1 1 30 11 1 1 1 1 43 1
465 2 2 1 1 66 1 2 1 1 4 63 3
465 3 2 1 1 30 2 2 1 1 4 63 3
465 4 2 1 1 89 5 2 1 1 4 63 3
466 2 2 1 1 63 1 1 1 1 1 71 1
467 2 2 1 1 42 1 1 1 1 1 48 1
468 2 2 1 1 23 11 2 2 2 1 22 3
468 3 2 2 1 23 11 2 2 2 1 22 3
468 4 2 8 1 21 11 2 2 2 1 22 3
469 2 2 1 1 58 1 1 1 1 1 60 2
469 3 2 1 1 25 2 1 1 1 1 60 2
470 2 1 1 1 15 2 2 2 1 1 40 1
471 2 1 1 1 55 1 1 2 2 1 63 1
472 2 1 1 1 60 1 1 2 1 1 68 1
473 2 2 7 1 27 11 2 1 7 1 35 1
474 2 1 1 1 36 2 1 2 1 1 65 1
475 2 2 1 1 55 1 1 1 1 1 69 1
476 2 2 1 1 9 2 2 2 1 1 28 1
477 2 2 1 1 71 1 1 1 1 1 71 1
478 2 2 1 1 50 2 1 2 1 1 74 1
479 2 1 1 1 1 11 2 1 3 1 25 1
480 2 2 1 1 59 1 1 1 1 1 86 1
481 2 1 1 1 50 1 1 2 1 1 49 2
481 3 1 1 1 5 2 1 2 1 1 49 2
482 2 2 1 1 65 1 1 1 1 1 49 1
483 2 2 1 1 81 11 2 2 1 1 61 2
483 3 1 1 1 46 11 2 2 1 1 61 2
484 2 2 2 1 46 1 2 1 2 1 50 2
484 3 2 2 1 5 2 2 1 2 1 50 2
485 2 2 1 1 53 1 1 1 1 1 56 1
486 2 2 1 1 59 10 1 2 1 1 95 1
487 2 2 1 1 77 1 1 1 1 1 62 1
488 2 2 1 1 66 1 1 1 1 1 74 1
489 2 1 2 1 21 2 1 2 2 1 48 2
489 3 1 2 1 9 12 1 2 2 1 48 2
490 2 2 1 1 69 1 1 1 1 1 59 1
491 2 1 1 1 61 1 1 2 1 1 63 1
492 2 1 1 1 33 11 2 2 6 1 32 1
493 2 2 1 1 45 2 1 1 1 1 80 1
494 2 2 1 1 61 1 1 1 1 1 85 1
495 2 1 1 1 71 11 2 1 1 1 47 2
495 3 1 1 5 54 11 2 1 1 1 47 2
496 2 2 1 1 23 2 1 2 1 5 56 2
496 3 1 7 2 8 2 1 2 1 5 56 2
497 2 2 6 1 42 1 2 1 8 1 40 3
497 3 2 6 1 6 2 2 1 8 1 40 3
497 4 1 6 5 24 3 2 1 8 1 40 3
498 2 1 2 1 55 1 1 2 2 1 44 1
499 2 1 7 2 25 1 1 2 1 1 23 3
499 3 1 1 2 6 2 1 2 1 1 23 3
499 4 1 1 2 8 2 1 2 1 1 23 3
500 2 1 6 1 64 5 1 2 6 1 45 3
500 3 1 6 1 15 2 1 2 6 1 45 3
500 4 2 6 1 12 2 1 2 6 1 45 3
501 2 2 1 1 56 1 1 1 1 1 62 1
502 2 1 1 1 59 1 1 2 1 1 48 1
503 2 2 4 1 64 1 1 1 3 1 63 3
503 3 2 4 1 25 2 1 1 3 1 63 3
503 4 2 3 1 40 2 1 1 3 1 63 3
504 2 2 1 1 76 1 1 1 1 1 52 1
505 2 2 1 1 58 1 1 1 1 1 62 3
505 3 1 1 1 30 2 1 1 1 1 62 3
505 4 2 1 1 26 2 1 1 1 1 62 3
506 2 2 1 3 70 1 1 1 1 1 72 1
507 2 2 1 1 58 1 1 1 1 1 66 3
507 3 1 1 1 56 4 1 1 1 1 66 3
507 4 1 1 1 3 7 1 1 1 1 66 3
508 2 2 1 1 47 1 1 1 1 1 82 1
509 2 2 1 5 74 1 1 1 1 1 71 1
510 2 1 1 1 94 1 1 2 1 1 85 1
511 2 2 1 1 65 1 1 1 1 2 65 2
511 3 1 9 3 32 2 1 1 1 2 65 2
512 2 2 1 1 29 1 1 1 1 1 29 3
512 3 1 1 1 6 2 1 1 1 1 29 3
512 4 1 1 1 17 2 1 1 1 1 29 3
513 2 2 1 1 45 1 2 1 1 1 49 1
514 2 2 1 1 48 1 2 1 1 1 49 2
514 3 2 1 1 17 2 2 1 1 1 49 2
515 2 1 1 1 24 11 2 2 1 1 23 1
516 2 2 1 1 76 1 1 1 1 1 78 1
517 2 2 2 1 81 1 1 1 2 1 46 1
518 2 2 1 1 66 1 2 1 1 5 75 1
519 2 2 1 1 66 1 1 1 1 1 59 1
520 2 1 1 1 51 1 1 2 1 1 54 3
520 3 1 1 1 14 2 1 2 1 1 54 3
520 4 1 1 1 25 2 1 2 1 1 54 3
521 2 2 2 1 36 1 1 1 6 1 43 3
521 3 2 6 1 15 2 1 1 6 1 43 3
521 4 1 6 1 11 2 1 1 6 1 43 3
522 2 2 1 1 33 11 1 1 1 1 37 1
523 2 2 1 1 33 1 1 1 1 1 41 3
523 3 1 1 1 47 11 1 1 1 1 41 3
523 4 2 1 1 1 2 1 1 1 1 41 3
524 2 2 2 1 60 1 1 1 2 1 62 1
525 2 1 1 1 30 1 2 2 1 1 28 2
525 3 1 6 1 4 2 2 2 1 1 28 2
526 2 2 1 1 45 1 1 1 1 1 48 3
526 3 1 1 1 13 2 1 1 1 1 48 3
526 4 2 1 1 13 2 1 1 1 1 48 3
527 2 1 1 1 51 1 1 2 1 1 51 3
527 3 1 1 1 8 2 1 2 1 1 51 3
527 4 1 1 1 13 2 1 2 1 1 51 3
528 2 1 1 4 47 1 1 2 1 5 41 3
528 3 2 1 4 7 2 1 2 1 5 41 3
528 4 1 1 5 7 2 1 2 1 5 41 3
529 2 2 1 1 85 1 1 1 1 1 88 1
530 2 1 2 1 76 1 1 2 2 1 75 2
530 3 2 2 1 15 2 1 2 2 1 75 2
531 2 2 2 1 27 2 1 2 2 1 67 1
532 2 1 1 1 51 1 1 2 1 1 29 1
533 2 1 4 1 36 11 2 1 7 5 39 1
534 2 2 1 1 87 1 1 1 1 1 41 3
534 3 1 1 1 13 2 1 1 1 1 41 3
534 4 2 1 1 8 2 1 1 1 1 41 3
535 2 2 1 1 22 1 2 1 1 1 57 3
535 3 2 1 1 25 2 2 1 1 1 57 3
535 4 2 1 1 23 2 2 1 1 1 57 3
536 2 2 1 1 23 11 1 1 1 1 23 2
536 3 2 1 1 23 11 1 1 1 1 23 2
537 2 2 7 5 28 7 2 1 7 5 59 1
538 2 2 4 1 22 2 1 1 4 1 56 2
538 3 1 4 1 55 11 1 1 4 1 56 2
539 2 1 1 1 28 1 1 2 1 1 54 1
540 2 1 1 2 25 2 1 2 1 2 56 1
541 2 2 1 1 51 1 2 1 1 1 32 2
541 3 1 1 1 4 2 2 1 1 1 32 2
542 2 2 1 1 27 2 1 2 1 1 57 1
543 2 2 1 1 45 1 1 1 1 1 46 3
543 3 1 1 1 18 2 1 1 1 1 46 3
543 4 1 1 1 23 2 1 1 1 1 46 3
544 2 2 1 1 56 11 1 2 1 1 54 1
545 2 1 2 1 52 1 1 2 2 1 86 1
546 2 2 1 1 57 1 1 1 1 1 47 2
546 3 1 1 1 10 2 1 1 1 1 47 2
547 2 1 1 1 49 1 1 2 1 1 47 2
547 3 1 1 1 20 2 1 2 1 1 47 2
548 2 2 1 1 67 1 1 1 1 1 59 1
549 2 2 1 1 72 1 1 1 1 1 57 1
550 2 1 1 1 46 2 1 1 1 1 94 1
551 2 1 8 1 33 2 1 2 1 1 66 1
552 2 2 1 1 21 11 2 2 1 1 21 1
553 2 2 3 1 23 1 1 1 4 1 51 3
553 3 2 3 1 16 2 1 1 4 1 51 3
553 4 2 3 1 16 2 1 1 4 1 51 3
554 2 2 1 1 84 1 1 1 1 1 75 1
555 2 2 1 1 57 1 1 1 1 1 61 2
555 3 2 1 1 84 11 1 1 1 1 61 2
556 2 1 1 2 27 11 2 1 1 1 28 1
557 2 2 1 1 56 11 1 1 1 1 59 1
558 2 1 1 1 26 2 2 2 1 1 34 2
558 3 1 2 1 1 11 2 2 1 1 34 2
559 2 2 7 3 15 2 1 2 7 3 39 1
560 2 1 1 2 31 2 1 2 1 1 40 2
560 3 2 1 1 46 11 1 2 1 1 40 2
561 2 1 1 1 49 11 2 2 1 1 39 1
562 2 1 1 1 62 1 1 2 1 1 69 1
563 2 2 7 2 52 1 1 1 7 2 83 1
564 2 1 1 1 42 1 1 2 1 1 30 2
564 3 2 1 1 8 2 1 2 1 1 30 2
565 2 2 1 1 70 1 2 1 1 1 58 1
566 2 2 2 1 43 1 1 1 2 1 51 3
566 3 1 2 1 17 2 1 1 2 1 51 3
566 4 1 2 1 15 2 1 1 2 1 51 3
567 2 2 1 1 57 1 1 1 1 1 67 1
568 2 2 6 1 22 11 2 1 1 1 23 1
569 2 2 1 1 65 6 1 1 1 1 28 2
569 3 1 1 1 55 10 1 1 1 1 28 2
570 2 1 1 1 27 11 2 1 1 1 26 1
571 2 2 1 1 30 1 1 1 1 1 56 3
571 3 1 1 1 14 2 1 1 1 1 56 3
571 4 1 1 1 10 2 1 1 1 1 56 3
572 2 2 1 5 62 1 1 1 1 1 64 1
573 2 1 1 1 9 2 2 1 6 1 24 1
574 2 2 1 1 29 1 1 1 1 1 64 1
575 2 1 1 1 51 1 1 2 1 1 58 1
576 2 1 2 1 45 1 1 2 1 1 46 3
576 3 1 1 1 8 2 1 2 1 1 46 3
576 4 1 1 1 6 2 1 2 1 1 46 3
577 2 1 1 1 59 11 1 1 1 1 85 1
578 2 2 1 1 60 1 2 1 1 1 59 1
579 2 2 1 2 28 11 1 1 1 2 32 1
580 2 2 1 1 50 1 1 1 1 1 63 3
580 3 1 1 1 16 2 1 1 1 1 63 3
580 4 1 1 1 6 7 1 1 1 1 63 3
581 2 1 1 1 38 1 1 2 1 1 53 3
581 3 1 1 1 26 11 1 2 1 1 53 3
581 4 1 1 1 17 2 1 2 1 1 53 3
582 2 2 1 1 40 1 1 1 1 1 35 1
583 2 1 1 1 7 2 1 1 1 1 35 1
584 2 2 1 1 51 1 1 1 1 1 54 3
584 3 2 1 1 17 2 1 1 1 1 54 3
584 4 2 1 2 14 2 1 1 1 1 54 3
585 2 2 1 1 77 1 1 1 1 1 66 1
586 2 2 1 4 34 1 1 1 1 3 59 1
587 2 2 1 1 60 1 1 1 1 1 79 3
587 3 2 1 1 21 7 1 1 1 1 79 3
587 4 2 1 1 2 7 1 1 1 1 79 3
588 2 2 1 1 30 12 2 1 1 1 30 2
588 3 1 1 1 1 2 2 1 1 1 30 2
589 2 2 1 1 60 1 1 1 1 1 67 1
590 2 2 7 2 19 1 1 1 7 2 66 1
591 2 1 1 1 55 1 1 2 1 1 61 1
592 2 1 1 2 16 1 1 2 1 2 39 3
592 3 1 1 2 15 2 1 2 1 2 39 3
592 4 2 1 2 12 2 1 2 1 2 39 3
593 2 1 1 2 30 1 2 2 1 5 32 2
593 3 1 1 2 6 11 2 2 1 5 32 2
594 2 2 1 1 41 11 2 1 1 1 40 1
595 2 2 4 1 71 1 1 1 4 1 31 1
596 2 1 1 1 44 1 1 2 1 1 33 3
596 3 2 1 1 9 2 1 2 1 1 33 3
596 4 2 1 1 7 2 1 2 1 1 33 3
597 2 1 1 1 46 1 2 2 1 1 49 1
598 2 2 1 1 56 1 1 1 1 1 56 1
599 2 1 2 3 47 9 1 1 1 1 83 1
600 2 1 1 3 82 1 2 2 1 5 33 1
601 2 1 1 1 41 1 1 2 1 1 57 2
601 3 2 1 1 17 2 1 2 1 1 57 2
602 2 1 1 3 19 1 1 2 1 3 47 3
602 3 2 1 3 33 2 1 2 1 3 47 3
602 4 2 1 3 12 2 1 2 1 3 47 3
603 2 1 1 1 1 2 1 2 1 1 34 1
604 2 2 1 1 50 1 1 1 1 1 69 3
604 3 2 1 1 27 4 1 1 1 1 69 3
604 4 1 1 1 7 2 1 1 1 1 69 3
605 2 1 7 5 41 11 1 2 7 3 39 1
606 2 2 1 1 67 1 2 1 3 1 79 1
607 2 2 1 1 69 1 1 1 1 1 61 1
608 2 2 1 1 26 2 1 1 1 1 45 3
608 3 2 1 1 13 2 1 1 1 1 45 3
608 4 2 1 1 8 2 1 1 1 1 45 3
609 2 2 1 1 55 1 1 1 1 1 69 1
610 2 1 1 1 18 2 2 1 1 1 55 3
610 3 1 1 1 24 2 2 1 1 1 55 3
610 4 2 1 1 15 2 2 1 1 1 55 3
611 2 2 1 1 78 1 1 1 1 1 79 1
612 2 1 1 1 58 1 1 2 1 1 54 2
612 3 1 1 1 19 2 1 2 1 1 54 2
613 2 2 2 1 19 2 2 2 2 1 61 2
613 3 2 2 1 2 10 2 2 2 1 61 2
614 2 2 1 1 59 1 1 1 1 1 62 2
614 3 1 1 1 46 2 1 1 1 1 62 2
615 2 2 1 1 52 1 1 1 1 1 87 1
616 2 2 1 1 52 1 1 1 1 1 53 2
616 3 2 1 1 12 2 1 1 1 1 53 2
617 2 2 1 1 31 1 1 1 1 1 35 3
617 3 1 1 1 24 2 1 1 1 1 35 3
617 4 2 1 1 9 2 1 1 1 1 35 3
618 2 1 1 1 64 1 1 2 1 1 58 1
619 2 2 1 1 46 1 1 1 1 1 39 3
619 3 1 1 1 7 2 1 1 1 1 39 3
619 4 2 1 1 52 11 1 1 1 1 39 3
620 2 1 1 1 49 1 1 2 1 1 52 1
621 2 2 1 1 52 1 1 1 1 2 43 1
622 2 2 1 1 64 1 1 1 1 1 75 1
623 2 2 1 1 39 1 1 1 1 4 46 3
623 3 1 1 1 14 12 1 1 1 4 46 3
623 4 2 1 1 10 12 1 1 1 4 46 3
624 2 2 7 2 9 2 1 2 1 2 33 2
624 3 2 7 2 2 2 1 2 1 2 33 2
625 2 2 1 1 54 1 1 1 1 1 41 3
625 3 2 1 1 8 2 1 1 1 1 41 3
625 4 1 1 1 4 2 1 1 1 1 41 3
626 2 2 1 1 26 2 2 1 1 1 37 2
626 3 2 1 1 32 11 2 1 1 1 37 2
627 2 2 1 1 36 1 2 1 1 1 55 2
627 3 1 1 1 22 2 2 1 1 1 55 2
628 2 1 1 1 42 11 1 2 1 1 49 1
629 2 2 1 1 66 1 1 1 1 1 67 1
630 2 1 1 1 50 1 1 2 1 1 51 1
631 2 2 1 1 33 2 1 2 1 1 49 1
632 2 1 2 1 15 2 2 2 2 1 56 2
632 3 2 2 1 12 2 2 2 2 1 56 2
633 2 2 1 1 87 1 1 1 1 1 70 1
634 2 2 1 1 54 1 1 1 1 1 76 1
635 2 2 1 1 56 1 1 1 1 1 56 2
635 3 1 1 1 29 2 1 1 1 1 56 2
636 2 2 1 1 18 2 2 1 1 1 38 2
636 3 2 5 1 51 11 2 1 1 1 38 2
637 2 1 1 1 57 2 1 2 1 1 80 1
638 2 2 1 1 86 1 1 1 1 1 54 1
639 2 2 1 5 51 1 1 1 1 5 55 3
639 3 1 1 5 31 2 1 1 1 5 55 3
639 4 1 1 5 23 2 1 1 1 5 55 3
640 2 2 1 1 55 1 1 1 1 1 76 1
641 2 2 1 1 47 1 1 1 1 1 59 3
641 3 2 1 1 14 2 1 1 1 1 59 3
641 4 2 1 1 12 4 1 1 1 1 59 3
642 2 1 1 1 42 1 1 2 1 1 51 1
643 2 2 1 1 64 1 1 1 1 1 62 1
644 2 1 1 1 38 1 1 2 1 1 36 3
644 3 1 8 1 7 2 1 2 1 1 36 3
644 4 2 1 1 5 2 1 2 1 1 36 3
645 2 2 1 1 95 1 1 1 1 1 86 1
646 2 1 1 1 31 1 1 2 1 1 32 3
646 3 2 1 1 5 2 1 2 1 1 32 3
646 4 1 1 1 11 2 1 2 1 1 32 3
647 2 1 1 1 36 1 1 2 1 1 34 2
647 3 1 1 1 2 2 1 2 1 1 34 2
648 2 1 1 1 56 1 1 2 1 1 72 1
649 2 1 1 1 6 12 1 2 1 1 60 1
650 2 1 1 1 27 11 1 2 1 1 24 1
651 2 1 1 1 45 2 1 2 1 1 55 2
651 3 1 1 1 14 2 1 2 1 1 55 2
652 2 2 1 1 21 1 2 1 1 1 26 2
652 3 1 1 1 3 2 2 1 1 1 26 2
653 2 2 1 1 56 1 1 1 1 1 36 2
653 3 2 1 1 5 2 1 1 1 1 36 2
654 2 1 1 1 29 1 2 2 1 1 28 1
655 2 2 1 1 41 1 2 1 1 1 41 3
655 3 1 1 1 8 2 2 1 1 1 41 3
655 4 1 1 1 6 2 2 1 1 1 41 3
656 2 2 1 1 53 1 1 1 1 1 54 3
656 3 2 1 1 19 2 1 1 1 1 54 3
656 4 1 1 1 17 2 1 1 1 1 54 3
657 2 2 1 2 26 12 2 1 1 1 53 1
658 2 2 2 1 62 1 1 1 2 1 67 1
659 2 2 1 1 11 2 2 2 1 1 52 1
660 2 2 1 1 58 1 1 1 1 1 59 1
661 2 2 2 5 56 1 2 1 2 1 69 3
661 3 2 2 1 94 5 2 1 2 1 69 3
661 4 1 2 1 14 12 2 1 2 1 69 3
662 2 2 1 1 50 1 1 1 1 1 53 2
662 3 1 1 1 14 2 1 1 1 1 53 2
663 2 2 1 1 53 1 1 1 1 1 54 1
